sky_id,obj_id,ra,dec,epoch,tract,patch,target_type_id,input_catalog_id,version
3511403998,31037856219,102.31053827681676,35.31537318379009,J2000.0,14800,,2,1007,20230209
3511418855,31037871076,102.30280268422568,35.32137790346946,J2000.0,14800,,2,1007,20230209
3511422970,31037875191,102.30641195385734,35.32288311738087,J2000.0,14800,,2,1007,20230209
3511412220,31037864441,102.31821568051919,35.32672375937806,J2000.0,14800,,2,1007,20230209
3511420368,31037872589,102.31432892410238,35.33110186958405,J2000.0,14800,,2,1007,20230209
3511412046,31037864267,102.23857700008953,35.347803588112605,J2000.0,14800,,2,1007,20230209
3511406072,31037858293,102.23851376432782,35.34906752218911,J2000.0,14800,,2,1007,20230209
3511411346,31037863567,102.23986419675329,35.3491846310448,J2000.0,14800,,2,1007,20230209
3511410277,31037862498,102.25110266053623,35.34348491546836,J2000.0,14800,,2,1007,20230209
3511407950,31037860171,102.24264464219408,35.34957334804408,J2000.0,14800,,2,1007,20230209
3511420163,31037872384,102.23635081134434,35.35551507720162,J2000.0,14800,,2,1007,20230209
3511405875,31037858096,102.25379863520476,35.35308510295624,J2000.0,14800,,2,1007,20230209
3511419233,31037871454,102.26264958464327,35.35318083333276,J2000.0,14800,,2,1007,20230209
3511404750,31037856971,102.27498048138042,35.35124152407266,J2000.0,14800,,2,1007,20230209
3511405747,31037857968,102.24531402694316,35.36114799424321,J2000.0,14800,,2,1007,20230209
3511423613,31037875834,102.23589832769497,35.364821712109475,J2000.0,14800,,2,1007,20230209
3511402772,31037854993,102.25599704281368,35.35816736186868,J2000.0,14800,,2,1007,20230209
3511420250,31037872471,102.23932444615059,35.370602050550346,J2000.0,14800,,2,1007,20230209
3511410151,31037862372,102.24081001705599,35.37281521128745,J2000.0,14800,,2,1007,20230209
3511422980,31037875201,102.24863019113975,35.370089203498004,J2000.0,14800,,2,1007,20230209
3511410717,31037862938,102.2507406332754,35.37218023783444,J2000.0,14800,,2,1007,20230209
3511422454,31037874675,102.25201165029061,35.373293247512684,J2000.0,14800,,2,1007,20230209
3511400299,31037852520,102.28336805273217,35.3571762306194,J2000.0,14800,,2,1007,20230209
3511424179,31037876400,102.28506895914522,35.366797807669954,J2000.0,14800,,2,1007,20230209
3511400501,31037852722,102.2798011629484,35.37038014091132,J2000.0,14800,,2,1007,20230209
3511420498,31037872719,102.28042286416121,35.37191288860958,J2000.0,14800,,2,1007,20230209
3511413899,31037866120,102.29277084119163,35.33723637726516,J2000.0,14800,,2,1007,20230209
3511419313,31037871534,102.29604650805626,35.34049745145741,J2000.0,14800,,2,1007,20230209
3511419602,31037871823,102.30761526330154,35.34269618806141,J2000.0,14800,,2,1007,20230209
3511402518,31037854739,102.3152189885436,35.33264199390135,J2000.0,14800,,2,1007,20230209
3511409640,31037861861,102.3209239614521,35.337921115694236,J2000.0,14800,,2,1007,20230209
3511401813,31037854034,102.33819464014859,35.333001505481306,J2000.0,14800,,2,1007,20230209
3511421900,31037874121,102.33763374280592,35.33822104650264,J2000.0,14800,,2,1007,20230209
3511404167,31037856388,102.31326214299061,35.3450889855921,J2000.0,14800,,2,1007,20230209
3511412041,31037864262,102.33872986479585,35.33938283783404,J2000.0,14800,,2,1007,20230209
3511412083,31037864304,102.3357265297939,35.345547707250184,J2000.0,14800,,2,1007,20230209
3511402084,31037854305,102.2977280314319,35.35701738017751,J2000.0,14800,,2,1007,20230209
3511417230,31037869451,102.33866965164349,35.34830548713902,J2000.0,14800,,2,1007,20230209
3511407726,31037859947,101.90402679215869,35.642127390316936,J2000.0,14800,,2,1007,20230209
3511401072,31037853293,101.91066008636956,35.646734480206625,J2000.0,14800,,2,1007,20230209
3511422969,31037875190,101.91013095214139,35.658700586960244,J2000.0,14800,,2,1007,20230209
3511411713,31037863934,101.90292612836988,35.66364030623201,J2000.0,14800,,2,1007,20230209
3511424842,31037877063,101.9057314787062,35.668998763571885,J2000.0,14800,,2,1007,20230209
3511407945,31037860166,101.90988863622573,35.66871492838142,J2000.0,14800,,2,1007,20230209
3511409914,31037862135,101.90984255449146,35.68087257888573,J2000.0,14800,,2,1007,20230209
3511403294,31037855515,101.90978512060157,35.68117478028421,J2000.0,14800,,2,1007,20230209
3511419408,31037871629,101.87525707915779,35.69363690601057,J2000.0,14800,,2,1007,20230209
3511404587,31037856808,101.87790222426167,35.693803174245055,J2000.0,14800,,2,1007,20230209
3511415343,31037867564,101.87012447831617,35.70201377691176,J2000.0,14800,,2,1007,20230209
3511407695,31037859916,101.88000289110411,35.69851566707491,J2000.0,14800,,2,1007,20230209
3511407395,31037859616,101.88259345302626,35.70143009330031,J2000.0,14800,,2,1007,20230209
3511418100,31037870321,101.91091178243092,35.683931282414925,J2000.0,14800,,2,1007,20230209
3511418376,31037870597,101.90577203145726,35.689504616670064,J2000.0,14800,,2,1007,20230209
3511409003,31037861224,101.88970031191565,35.69496612487347,J2000.0,14800,,2,1007,20230209
3511427544,31037879765,101.88509325545124,35.69629052995513,J2000.0,14800,,2,1007,20230209
3511425928,31037878149,101.8977556439444,35.692734689171765,J2000.0,14800,,2,1007,20230209
3511419679,31037871900,101.8963228667318,35.69545060790072,J2000.0,14800,,2,1007,20230209
3511425458,31037877679,101.90380089777274,35.695862849345055,J2000.0,14800,,2,1007,20230209
3511412292,31037864513,102.09649704856555,35.418987955205196,J2000.0,14800,,2,1007,20230209
3511414827,31037867048,102.09391032440567,35.42759525481977,J2000.0,14800,,2,1007,20230209
3511397739,31037849960,102.10090497110765,35.41389570542559,J2000.0,14800,,2,1007,20230209
3511398909,31037851130,102.10086907518136,35.414747749623245,J2000.0,14800,,2,1007,20230209
3511424169,31037876390,102.1033362279656,35.42142415139955,J2000.0,14800,,2,1007,20230209
3511413368,31037865589,102.10700517418977,35.41852269992711,J2000.0,14800,,2,1007,20230209
3511400588,31037852809,102.06886830539929,35.44924243442318,J2000.0,14800,,2,1007,20230209
3511427520,31037879741,102.06848830198462,35.4495255801357,J2000.0,14800,,2,1007,20230209
3511401224,31037853445,102.06098490938885,35.457330277154,J2000.0,14800,,2,1007,20230209
3511408582,31037860803,102.06640169164163,35.45557889432994,J2000.0,14800,,2,1007,20230209
3511417055,31037869276,102.0701036683439,35.45724671963791,J2000.0,14800,,2,1007,20230209
3511418521,31037870742,102.05334819868033,35.46196462375768,J2000.0,14800,,2,1007,20230209
3511405096,31037857317,102.05340164157583,35.46527305933719,J2000.0,14800,,2,1007,20230209
3511424438,31037876659,102.09943072521509,35.42924145853071,J2000.0,14800,,2,1007,20230209
3511416457,31037868678,102.12294492041522,35.4345647546564,J2000.0,14800,,2,1007,20230209
3511424730,31037876951,102.12335366323097,35.43514051199587,J2000.0,14800,,2,1007,20230209
3511397590,31037849811,102.12528776585141,35.44043565082186,J2000.0,14800,,2,1007,20230209
3511416954,31037869175,102.07656860167522,35.4522218496164,J2000.0,14800,,2,1007,20230209
3511403670,31037855891,102.07973031832948,35.45613849179057,J2000.0,14800,,2,1007,20230209
3511406269,31037858490,102.08222580196464,35.45492245405681,J2000.0,14800,,2,1007,20230209
3511415116,31037867337,102.07195738856848,35.46377055891786,J2000.0,14800,,2,1007,20230209
3511420961,31037873182,102.07284757005792,35.466021313137304,J2000.0,14800,,2,1007,20230209
3511404245,31037856466,102.12389578952177,35.44700071375481,J2000.0,14800,,2,1007,20230209
3511414564,31037866785,102.1189594619605,35.45684210698127,J2000.0,14800,,2,1007,20230209
3511412627,31037864848,102.12091045214987,35.4570594870197,J2000.0,14800,,2,1007,20230209
3511414389,31037866610,102.1239652523535,35.45802285513069,J2000.0,14800,,2,1007,20230209
3511419860,31037872081,102.0043915748699,35.51180810373837,J2000.0,14800,,2,1007,20230209
3511398832,31037851053,102.00185413319872,35.51507095805794,J2000.0,14800,,2,1007,20230209
3511416581,31037868802,102.00295305502488,35.524294150441726,J2000.0,14800,,2,1007,20230209
3511424110,31037876331,102.00056039811187,35.52715075914938,J2000.0,14800,,2,1007,20230209
3511417518,31037869739,101.9843745589359,35.53216003395446,J2000.0,14800,,2,1007,20230209
3511401460,31037853681,102.00328669232424,35.540281275179986,J2000.0,14800,,2,1007,20230209
3511400077,31037852298,102.00954639473835,35.53668409163222,J2000.0,14800,,2,1007,20230209
3511402325,31037854546,102.01437613190551,35.535625087966665,J2000.0,14800,,2,1007,20230209
3511407408,31037859629,102.0143394027137,35.53767781440813,J2000.0,14800,,2,1007,20230209
3511417017,31037869238,102.034219917871,35.48796487891292,J2000.0,14800,,2,1007,20230209
3511402406,31037854627,102.04196593808653,35.48626836992278,J2000.0,14800,,2,1007,20230209
3511425572,31037877793,102.04499348024353,35.48545882703586,J2000.0,14800,,2,1007,20230209
3511427645,31037879866,102.05335687991624,35.47186017012686,J2000.0,14800,,2,1007,20230209
3511421890,31037874111,102.05144896562713,35.47524392017608,J2000.0,14800,,2,1007,20230209
3511427697,31037879918,102.05100034868855,35.475486577870996,J2000.0,14800,,2,1007,20230209
3511404048,31037856269,102.06609666368341,35.46725526282824,J2000.0,14800,,2,1007,20230209
3511397928,31037850149,102.0477729862335,35.4782903865613,J2000.0,14800,,2,1007,20230209
3511422370,31037874591,102.0491220224864,35.48091475087675,J2000.0,14800,,2,1007,20230209
3511416974,31037869195,102.02418464576917,35.49200517498602,J2000.0,14800,,2,1007,20230209
3511399787,31037852008,102.0430226804623,35.492984620106164,J2000.0,14800,,2,1007,20230209
3511423852,31037876073,102.02736424346126,35.49859098588564,J2000.0,14800,,2,1007,20230209
3511422478,31037874699,102.02869116228715,35.50045762034434,J2000.0,14800,,2,1007,20230209
3511427944,31037880165,102.02965037682922,35.501529992476435,J2000.0,14800,,2,1007,20230209
3511409198,31037861419,102.02613572625997,35.503823728212474,J2000.0,14800,,2,1007,20230209
3511414567,31037866788,102.03614832994816,35.497927701006056,J2000.0,14800,,2,1007,20230209
3511406916,31037859137,102.04426518763204,35.50263791880214,J2000.0,14800,,2,1007,20230209
3511423252,31037875473,102.05713980011839,35.49201288989596,J2000.0,14800,,2,1007,20230209
3511418871,31037871092,102.06048364943655,35.487984213390035,J2000.0,14800,,2,1007,20230209
3511424436,31037876657,102.06378750070019,35.49792579748973,J2000.0,14800,,2,1007,20230209
3511399258,31037851479,102.0644706632751,35.5016942695808,J2000.0,14800,,2,1007,20230209
3511398571,31037850792,102.08158114586486,35.47347960983326,J2000.0,14800,,2,1007,20230209
3511409610,31037861831,102.08876148499172,35.476933491293565,J2000.0,14800,,2,1007,20230209
3511417129,31037869350,102.10311154617884,35.475851141320256,J2000.0,14800,,2,1007,20230209
3511422620,31037874841,102.10691038929995,35.473099777677376,J2000.0,14800,,2,1007,20230209
3511427770,31037879991,102.10498905371081,35.47796176959577,J2000.0,14800,,2,1007,20230209
3511426336,31037878557,102.11768000736743,35.47403822790609,J2000.0,14800,,2,1007,20230209
3511404839,31037857060,102.07820012190423,35.49000586004178,J2000.0,14800,,2,1007,20230209
3511400809,31037853030,102.08864448364726,35.48478627274469,J2000.0,14800,,2,1007,20230209
3511403944,31037856165,102.09001764549927,35.493500331645656,J2000.0,14800,,2,1007,20230209
3511407409,31037859630,102.0926900558626,35.4940357712315,J2000.0,14800,,2,1007,20230209
3511424618,31037876839,102.08678251099845,35.49961544066786,J2000.0,14800,,2,1007,20230209
3511422544,31037874765,102.10805180302896,35.48458678057173,J2000.0,14800,,2,1007,20230209
3511419361,31037871582,102.11082938777203,35.48581008990218,J2000.0,14800,,2,1007,20230209
3511406122,31037858343,102.12434454870319,35.48043059956693,J2000.0,14800,,2,1007,20230209
3511420979,31037873200,102.11761380157125,35.49319861417265,J2000.0,14800,,2,1007,20230209
3511426526,31037878747,102.06309602229949,35.51020680200417,J2000.0,14800,,2,1007,20230209
3511418942,31037871163,102.07156619202625,35.50928254929583,J2000.0,14800,,2,1007,20230209
3511425269,31037877490,102.06982846263296,35.5103097144956,J2000.0,14800,,2,1007,20230209
3511420055,31037872276,102.07122102551835,35.51190543392335,J2000.0,14800,,2,1007,20230209
3511418381,31037870602,102.06899833682444,35.513641611510714,J2000.0,14800,,2,1007,20230209
3511411657,31037863878,102.02271840434419,35.536957810170975,J2000.0,14800,,2,1007,20230209
3511415298,31037867519,102.02736594359719,35.53615412482932,J2000.0,14800,,2,1007,20230209
3511412338,31037864559,102.03500826940068,35.53458341683566,J2000.0,14800,,2,1007,20230209
3511421785,31037874006,102.05490646055824,35.52498017297949,J2000.0,14800,,2,1007,20230209
3511411931,31037864152,102.05614624611655,35.526011977778104,J2000.0,14800,,2,1007,20230209
3511425117,31037877338,102.05920929094616,35.52820901559623,J2000.0,14800,,2,1007,20230209
3511423493,31037875714,102.07095915711085,35.531855161052114,J2000.0,14800,,2,1007,20230209
3511426073,31037878294,102.07497320824545,35.51011080151064,J2000.0,14800,,2,1007,20230209
3511397890,31037850111,102.08839941487217,35.50315122766901,J2000.0,14800,,2,1007,20230209
3511421627,31037873848,102.08853400743669,35.505449932230704,J2000.0,14800,,2,1007,20230209
3511425130,31037877351,102.07443067326982,35.515324083245204,J2000.0,14800,,2,1007,20230209
3511402738,31037854959,102.08218377844679,35.51200228469372,J2000.0,14800,,2,1007,20230209
3511423264,31037875485,102.08402694580764,35.51365892260506,J2000.0,14800,,2,1007,20230209
3511408916,31037861137,102.08373403196434,35.51480622756986,J2000.0,14800,,2,1007,20230209
3511416514,31037868735,102.10951926323649,35.51128643266802,J2000.0,14800,,2,1007,20230209
3511406854,31037859075,102.1143139447841,35.51499462033868,J2000.0,14800,,2,1007,20230209
3511427125,31037879346,102.09049388196624,35.52223488837252,J2000.0,14800,,2,1007,20230209
3511404723,31037856944,102.07240706226986,35.534467465520954,J2000.0,14800,,2,1007,20230209
3511411004,31037863225,102.07584455346074,35.53529996583682,J2000.0,14800,,2,1007,20230209
3511419300,31037871521,102.10801901332803,35.522698975289956,J2000.0,14800,,2,1007,20230209
3511398339,31037850560,102.12130480280298,35.52334865197077,J2000.0,14800,,2,1007,20230209
3511416186,31037868407,102.10846155423638,35.52850220575661,J2000.0,14800,,2,1007,20230209
3511399253,31037851474,102.10908403746943,35.52826006076127,J2000.0,14800,,2,1007,20230209
3511406534,31037858755,102.10899347848054,35.529932210265386,J2000.0,14800,,2,1007,20230209
3511413858,31037866079,102.1245556434416,35.53311113930254,J2000.0,14800,,2,1007,20230209
3511420626,31037872847,102.14921565823721,35.38580689133757,J2000.0,14800,,2,1007,20230209
3511404089,31037856310,102.1444116706875,35.39497239648735,J2000.0,14800,,2,1007,20230209
3511415033,31037867254,102.16060670136096,35.385879624157035,J2000.0,14800,,2,1007,20230209
3511414049,31037866270,102.16347530550168,35.384633605119305,J2000.0,14800,,2,1007,20230209
3511397937,31037850158,102.16339010791637,35.387032464816066,J2000.0,14800,,2,1007,20230209
3511415829,31037868050,102.16585815567251,35.391566714205766,J2000.0,14800,,2,1007,20230209
3511412152,31037864373,102.158644214599,35.39428968208648,J2000.0,14800,,2,1007,20230209
3511418272,31037870493,102.15523126582845,35.39859926392046,J2000.0,14800,,2,1007,20230209
3511401955,31037854176,102.1604627732245,35.396402462954825,J2000.0,14800,,2,1007,20230209
3511411976,31037864197,102.17005854422835,35.39570751070434,J2000.0,14800,,2,1007,20230209
3511421205,31037873426,102.17520952050087,35.40020685822366,J2000.0,14800,,2,1007,20230209
3511405510,31037857731,102.17565396332783,35.40051003296817,J2000.0,14800,,2,1007,20230209
3511411485,31037863706,102.13112276738785,35.41391652109841,J2000.0,14800,,2,1007,20230209
3511424233,31037876454,102.14599628992434,35.40801789574235,J2000.0,14800,,2,1007,20230209
3511403765,31037855986,102.1503352829563,35.40706531725864,J2000.0,14800,,2,1007,20230209
3511402855,31037855076,102.14387582679704,35.41089032990892,J2000.0,14800,,2,1007,20230209
3511418691,31037870912,102.14549543429192,35.41321394804996,J2000.0,14800,,2,1007,20230209
3511416195,31037868416,102.13751905637751,35.418500062256705,J2000.0,14800,,2,1007,20230209
3511410627,31037862848,102.15102849302266,35.412924249875324,J2000.0,14800,,2,1007,20230209
3511419620,31037871841,102.15481439590089,35.405688594554654,J2000.0,14800,,2,1007,20230209
3511404669,31037856890,102.15626790257943,35.410966563877885,J2000.0,14800,,2,1007,20230209
3511416993,31037869214,102.1622215782386,35.410358006326945,J2000.0,14800,,2,1007,20230209
3511426409,31037878630,102.17580783124299,35.402164905093876,J2000.0,14800,,2,1007,20230209
3511412235,31037864456,102.17054038115346,35.40888597880353,J2000.0,14800,,2,1007,20230209
3511406584,31037858805,102.18065663823515,35.385212789669644,J2000.0,14800,,2,1007,20230209
3511412136,31037864357,102.18852258385023,35.38228288313429,J2000.0,14800,,2,1007,20230209
3511424611,31037876832,102.1796193089751,35.39095731639044,J2000.0,14800,,2,1007,20230209
3511425491,31037877712,102.19163797274982,35.39853370663239,J2000.0,14800,,2,1007,20230209
3511422939,31037875160,102.19339821098498,35.39716885685592,J2000.0,14800,,2,1007,20230209
3511417351,31037869572,102.17961733415764,35.40465473348858,J2000.0,14800,,2,1007,20230209
3511400388,31037852609,102.18139156899827,35.408857701542885,J2000.0,14800,,2,1007,20230209
3511399292,31037851513,102.18634544000847,35.408094706492996,J2000.0,14800,,2,1007,20230209
3511417577,31037869798,102.18673893870957,35.40876477710124,J2000.0,14800,,2,1007,20230209
3511425235,31037877456,102.19044518409488,35.411296340621824,J2000.0,14800,,2,1007,20230209
3511413637,31037865858,102.19686378204707,35.40835677522869,J2000.0,14800,,2,1007,20230209
3511421579,31037873800,102.1952577033657,35.411432653474286,J2000.0,14800,,2,1007,20230209
3511403982,31037856203,102.19802844291222,35.41577739124651,J2000.0,14800,,2,1007,20230209
3511414152,31037866373,102.22967621211814,35.40771933706673,J2000.0,14800,,2,1007,20230209
3511408472,31037860693,102.22934702246093,35.4112785014141,J2000.0,14800,,2,1007,20230209
3511405847,31037858068,102.12719055014588,35.432328579481606,J2000.0,14800,,2,1007,20230209
3511399375,31037851596,102.13528863229669,35.43211951049584,J2000.0,14800,,2,1007,20230209
3511411822,31037864043,102.13990524928927,35.426888855090134,J2000.0,14800,,2,1007,20230209
3511423470,31037875691,102.14647111866762,35.428583150785805,J2000.0,14800,,2,1007,20230209
3511408708,31037860929,102.1293750307468,35.43548017580843,J2000.0,14800,,2,1007,20230209
3511417824,31037870045,102.13734810020259,35.43266561335911,J2000.0,14800,,2,1007,20230209
3511406242,31037858463,102.13760463799751,35.43246493227909,J2000.0,14800,,2,1007,20230209
3511411031,31037863252,102.1273864910141,35.43802717222986,J2000.0,14800,,2,1007,20230209
3511419075,31037871296,102.13953026753282,35.436194237094966,J2000.0,14800,,2,1007,20230209
3511415269,31037867490,102.16748771309473,35.42703633368774,J2000.0,14800,,2,1007,20230209
3511413218,31037865439,102.17397021073863,35.42721723427511,J2000.0,14800,,2,1007,20230209
3511415405,31037867626,102.1577180110924,35.43071600988392,J2000.0,14800,,2,1007,20230209
3511418207,31037870428,102.16473028280492,35.431616830707284,J2000.0,14800,,2,1007,20230209
3511406558,31037858779,102.16889717922345,35.431886523823394,J2000.0,14800,,2,1007,20230209
3511416024,31037868245,102.17589526002487,35.4308875232571,J2000.0,14800,,2,1007,20230209
3511413939,31037866160,102.16839557152453,35.43785710435426,J2000.0,14800,,2,1007,20230209
3511400902,31037853123,102.16913454516452,35.43734842321265,J2000.0,14800,,2,1007,20230209
3511401687,31037853908,102.17646544245005,35.43580860011614,J2000.0,14800,,2,1007,20230209
3511402527,31037854748,102.12874557453361,35.44320464265448,J2000.0,14800,,2,1007,20230209
3511406542,31037858763,102.13063310856062,35.449354725262026,J2000.0,14800,,2,1007,20230209
3511426394,31037878615,102.14265152927491,35.44417550168801,J2000.0,14800,,2,1007,20230209
3511426236,31037878457,102.14329865821357,35.44576807898462,J2000.0,14800,,2,1007,20230209
3511399677,31037851898,102.15054123598136,35.44783342053858,J2000.0,14800,,2,1007,20230209
3511422330,31037874551,102.14384778543779,35.45064946158972,J2000.0,14800,,2,1007,20230209
3511409629,31037861850,102.15076707061058,35.44981320215797,J2000.0,14800,,2,1007,20230209
